"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.628697968E1,-1.360101581E0,-7.102179527E-1,1.359151840E0,2.049775494E0
1.629202458E1,-1.480977178E0,-7.731502056E-1,1.338683128E0,2.140823944E0
1.629709291E1,-1.664843798E0,-8.699874878E-1,1.308365822E0,2.289192920E0
1.630216026E1,-1.782765150E0,-9.264874458E-1,1.225256920E0,2.353271146E0
1.630722682E1,-1.897179246E0,-8.971250057E-1,1.115758896E0,2.376770978E0
1.631229270E1,-2.027861118E0,-8.584054708E-1,9.178562164E-1,2.385695014E0
1.631735750E1,-2.167945385E0,-8.076127768E-1,8.446016312E-1,2.462839318E0
1.632242536E1,-2.329889297E0,-7.038226128E-1,8.384971619E-1,2.574262593E0
1.632750088E1,-2.377452850E0,-6.668140888E-1,8.803901672E-1,2.621451875E0
1.633257734E1,-2.327354908E0,-5.675888062E-1,9.128313065E-1,2.563591019E0
1.633760598E1,-2.165724993E0,-4.160082340E-1,8.379135132E-1,2.359136844E0
1.634270958E1,-2.019135475E0,-2.963438034E-1,9.117975235E-1,2.235196287E0
1.634777552E1,-1.938070178E0,-2.060515881E-1,8.926992416E-1,2.143708284E0
1.635284322E1,-1.807180882E0,-2.120552063E-1,9.648189545E-1,2.059549894E0
1.635790838E1,-1.745887756E0,-2.018113136E-1,9.222135544E-1,1.984774472E0
1.636297343E1,-1.672645926E0,-2.737345695E-1,8.918905258E-1,1.915239860E0
1.636804583E1,-1.659272671E0,-3.511421680E-1,8.044595718E-1,1.877136602E0
1.637307734E1,-1.691389561E0,-3.977775574E-1,6.694669724E-1,1.862045020E0
1.637814395E1,-1.754529238E0,-4.399640560E-1,5.515441895E-1,1.891069065E0
1.638320125E1,-1.867643595E0,-5.107197762E-1,4.743957520E-1,1.993484040E0
1.638826947E1,-1.975368977E0,-6.267237663E-1,4.067783356E-1,2.111950257E0
1.639333437E1,-2.097326994E0,-7.061879635E-1,3.654432297E-1,2.242995924E0
1.639840052E1,-2.116248131E0,-7.610177994E-1,3.383531570E-1,2.274233300E0
1.640346770E1,-2.104074955E0,-7.890157700E-1,3.686170578E-1,2.277181556E0
1.640853229E1,-2.051242113E0,-7.758064270E-1,4.154605865E-1,2.232056746E0
1.641360026E1,-1.969693661E0,-7.384622097E-1,3.545217514E-1,2.133238202E0
1.641866432E1,-1.875881195E0,-7.222564220E-1,3.341016769E-1,2.037696868E0
1.642373541E1,-1.906047583E0,-6.600563526E-1,2.798995972E-1,2.036427156E0
1.642882119E1,-1.820790529E0,-6.214900017E-1,1.968078613E-1,1.933975519E0
1.643389458E1,-1.673001289E0,-6.061737537E-1,2.355031967E-1,1.794948938E0
1.643894411E1,-1.560741425E0,-5.806438923E-1,2.618408203E-1,1.685711049E0
1.644401395E1,-1.469557881E0,-5.572052002E-1,2.544012070E-1,1.592104888E0
1.644907609E1,-1.437837958E0,-5.312266350E-1,2.037496567E-1,1.546316156E0
1.645414666E1,-1.401349306E0,-5.122265816E-1,2.392387390E-1,1.511089383E0
1.645920848E1,-1.360257864E0,-5.026462078E-1,2.005281448E-1,1.463955670E0
1.646427072E1,-1.388715386E0,-5.647482872E-1,2.001743317E-1,1.512461839E0
1.646935427E1,-1.335872173E0,-5.932996273E-1,2.046661377E-1,1.475956347E0
1.647440666E1,-1.226017952E0,-5.617544651E-1,1.828756332E-1,1.360930415E0
1.647947666E1,-1.099488378E0,-5.780377388E-1,1.634950638E-1,1.252889842E0
1.648453578E1,-9.826471806E-1,-5.724146366E-1,4.355049133E-2,1.138046854E0
1.648959494E1,-8.778954744E-1,-5.713400841E-1,-7.630729675E-2,1.050215578E0
1.649467041E1,-7.517311573E-1,-4.404180050E-1,-2.105722427E-1,8.963305313E-1
1.649973541E1,-5.565310717E-1,-3.731513023E-1,-2.947368622E-1,7.320099358E-1
1.650480708E1,-3.689354658E-1,-3.360552788E-1,-2.905588150E-1,5.774694393E-1
1.650985562E1,-2.513377666E-1,-3.435988426E-1,-2.052211761E-1,4.725955657E-1
1.651496916E1,-1.795225143E-1,-3.289630413E-1,-1.512537003E-1,4.041320298E-1
1.651999026E1,-1.203756332E-1,-3.617568016E-1,-1.260395050E-1,4.015522798E-1
1.652506109E1,-7.366204262E-2,-3.630518913E-1,-7.933139801E-2,3.788485753E-1
1.653012880E1,-2.505016327E-2,-3.521151543E-1,-7.332134247E-2,3.605393346E-1
1.653522203E1,3.956151009E-2,-3.887362480E-1,-6.963062286E-2,3.968997446E-1
1.654028791E1,6.250524521E-2,-3.938353062E-1,-3.712272644E-2,4.004887650E-1
1.654535432E1,1.299996376E-1,-3.506562710E-1,-3.328323364E-2,3.754563887E-1
1.655038270E1,1.533639431E-1,-3.766212463E-1,5.204963684E-2,4.099673486E-1
1.655545114E1,2.093346119E-1,-3.759987354E-1,6.324672699E-2,4.349668691E-1
1.656051505E1,2.501246929E-1,-3.177978992E-1,1.870145798E-1,4.455696577E-1
1.656558197E1,3.069734573E-1,-2.595407963E-1,3.825206757E-1,5.549019695E-1
1.657064760E1,4.020187855E-1,-2.325937748E-1,5.443401337E-1,7.155593260E-1
1.657571656E1,4.425680637E-1,-2.682366371E-1,6.676425934E-1,8.447271850E-1
1.658078041E1,5.176742077E-1,-2.732298374E-1,7.380571365E-1,9.420029013E-1
1.658584604E1,5.891070366E-1,-3.051478863E-1,7.867746353E-1,1.029163087E0
1.659091322E1,5.900609493E-1,-3.712110519E-1,8.066310883E-1,1.066125359E0
1.659598171E1,5.878407955E-1,-3.732628822E-1,7.593240738E-1,1.030269396E0
1.660105385E1,6.136612892E-1,-4.140124321E-1,7.572755814E-1,1.058986675E0
1.660611974E1,6.670954227E-1,-4.935576916E-1,6.905288696E-1,1.079558066E0
1.661117942E1,7.887203693E-1,-5.662617683E-1,6.452713013E-1,1.165807559E0
1.661625770E1,8.946347237E-1,-6.248574257E-1,6.429977417E-1,1.266595510E0
1.662134338E1,1.013493776E0,-6.384296417E-1,6.095714569E-1,1.344001266E0
1.662639520E1,1.128541946E0,-6.213543415E-1,5.330629349E-1,1.394218145E0
1.663146036E1,1.254203558E0,-5.975170135E-1,4.015264511E-1,1.446124696E0
1.663652302E1,1.327987909E0,-5.882759094E-1,2.604942322E-1,1.475627893E0
1.664158812E1,1.290109158E0,-5.718579292E-1,1.266603470E-1,1.416843666E0
1.664665562E1,1.233694077E0,-5.743625164E-1,7.418060303E-2,1.362863213E0
1.665172062E1,1.139324903E0,-5.714309216E-1,9.808921814E-2,1.278364591E0
1.665678796E1,1.109542847E0,-5.945458412E-1,4.539299011E-2,1.259615262E0
1.666185250E1,1.067523122E0,-5.958495140E-1,1.172056198E-1,1.228160990E0
1.666691958E1,9.700937271E-1,-5.275228024E-1,1.985588074E-1,1.121957105E0
1.667198650E1,8.891663551E-1,-5.284478664E-1,2.966108322E-1,1.076035288E0
1.667705406E1,8.487046957E-1,-5.173313618E-1,4.089822769E-1,1.074801331E0
1.668211750E1,8.774994612E-1,-5.301458836E-1,5.284738541E-1,1.153405643E0
1.668719848E1,8.798571825E-1,-5.504579544E-1,7.269592285E-1,1.267131541E0
1.669224166E1,8.340636492E-1,-6.526365280E-1,8.656949997E-1,1.367853955E0
1.669730104E1,7.455507517E-1,-7.625181675E-1,9.087848663E-1,1.401131619E0
1.670236562E1,6.430227757E-1,-8.513703346E-1,9.137821198E-1,1.404744638E0
1.670747057E1,5.434192419E-1,-9.023423195E-1,8.973999023E-1,1.383782034E0
1.671249869E1,4.604974985E-1,-9.176213741E-1,8.333759308E-1,1.322347297E0
1.671756531E1,3.968027830E-1,-9.499673843E-1,7.552623749E-1,1.276836612E0
1.672263072E1,3.159451485E-1,-1.030224323E0,7.635650635E-1,1.320687359E0
1.672773489E1,2.828217745E-1,-1.041188478E0,7.744169235E-1,1.328074989E0
1.673276484E1,3.088148832E-1,-1.016207457E0,8.213176727E-1,1.342611987E0
1.673782994E1,3.202252388E-1,-1.003525496E0,8.874998093E-1,1.377411897E0
1.674289765E1,3.671163321E-1,-9.939391613E-1,9.755144119E-1,1.440249223E0
1.674797135E1,3.704628944E-1,-9.996602535E-1,1.006479263E0,1.466139109E0
1.675303125E1,4.023965597E-1,-1.034965754E0,9.732131958E-1,1.476557153E0
1.675810963E1,4.295307398E-1,-1.100101233E0,8.926286697E-1,1.480373372E0
1.676316406E1,4.205628633E-1,-1.122982502E0,7.695064545E-1,1.424816832E0
1.676823072E1,3.973543644E-1,-1.120413780E0,6.182107925E-1,1.339926160E0
1.677329531E1,3.357822895E-1,-1.178231239E0,4.195547104E-1,1.294992183E0
1.677835989E1,2.549737692E-1,-1.209910393E0,2.021961212E-1,1.252907839E0
1.678342604E1,1.741312742E-1,-1.318163633E0,3.785133362E-2,1.330154047E0
1.678849400E1,1.098873615E-1,-1.411538363E0,-1.837558746E-1,1.427684140E0
1.679357645E1,1.407086849E-2,-1.420421124E0,-3.453722000E-1,1.461874179E0
1.679864078E1,-1.301283836E-1,-1.466823816E0,-3.944692612E-1,1.524503690E0
1.680370500E1,-2.268468142E-1,-1.443104506E0,-3.838205338E-1,1.510406665E0
1.680876968E1,-3.024562597E-1,-1.432934284E0,-4.140539169E-1,1.521913630E0
1.681383552E1,-3.666067123E-1,-1.443577051E0,-4.228706360E-1,1.548268310E0
1.681890624E1,-4.481053352E-1,-1.463235855E0,-4.245662689E-1,1.588116518E0
1.682398302E1,-5.255755782E-1,-1.393736362E0,-3.856611252E-1,1.538656960E0
1.682909447E1,-5.918138027E-1,-1.311776876E0,-3.588418961E-1,1.483162047E0
1.683410562E1,-6.422091126E-1,-1.262740612E0,-3.369312286E-1,1.456183042E0
1.683916843E1,-6.549586654E-1,-1.225323200E0,-3.366127014E-1,1.429578927E0
1.684423671E1,-6.541615725E-1,-1.163625956E0,-3.099918365E-1,1.370418792E0
1.684930890E1,-6.659961343E-1,-1.104104519E0,-3.145065308E-1,1.327219649E0
1.685436718E1,-7.024500966E-1,-1.049139738E0,-3.788270950E-1,1.318195849E0
1.685943328E1,-7.156368494E-1,-9.749476910E-1,-5.267477036E-1,1.319136931E0
1.686450224E1,-8.086459637E-1,-9.073963165E-1,-5.549707413E-1,1.336139549E0
1.686956281E1,-9.476436377E-1,-8.342728615E-1,-4.685659409E-1,1.346697335E0
1.687465140E1,-1.014768243E0,-7.581555843E-1,-3.729639053E-1,1.320475881E0
1.687971729E1,-1.057988405E0,-7.532279491E-1,-2.466325760E-1,1.321937758E0
1.688478286E1,-1.043934941E0,-7.575061321E-1,-1.492853165E-1,1.298422815E0
1.688981645E1,-1.065783739E0,-7.447142601E-1,-7.850170135E-2,1.302557801E0
1.689488630E1,-1.116044998E0,-6.840140820E-1,-7.007312775E-2,1.310855425E0
1.689995296E1,-1.202060461E0,-6.877570152E-1,-5.696964264E-2,1.386075252E0
1.690504875E1,-1.295428514E0,-6.481451988E-1,-6.548595428E-2,1.450005395E0
1.691007770E1,-1.324625492E0,-6.655743122E-1,-5.494499207E-2,1.483455699E0
1.691514406E1,-1.412259459E0,-7.234938145E-1,-1.161060333E-1,1.591037615E0
1.692021218E1,-1.503406763E0,-7.476689816E-1,-1.986198425E-1,1.690766289E0
1.692527593E1,-1.538916945E0,-7.139732838E-1,-2.378730774E-1,1.713069414E0
1.693034026E1,-1.548041582E0,-6.629686356E-1,-2.674255371E-1,1.705132420E0
1.693540666E1,-1.511508584E0,-5.873212814E-1,-1.749382019E-1,1.631014366E0
1.694047437E1,-1.359671474E0,-4.752244949E-1,-6.013870239E-3,1.440340586E0
1.694554083E1,-1.156822443E0,-3.654875755E-1,2.585315704E-1,1.240426501E0
1.695060671E1,-9.886732101E-1,-3.061945438E-1,5.037727356E-1,1.151093734E0
1.695567859E1,-8.590704203E-1,-2.256085873E-1,7.152948380E-1,1.140415682E0
1.696073843E1,-7.842962742E-1,-1.408205032E-1,8.908205032E-1,1.195203844E0
1.696581244E1,-7.523772717E-1,-1.095914841E-1,9.491949081E-1,1.216163158E0
1.697091322E1,-7.464776039E-1,-9.154319763E-2,1.065366745E0,1.304076406E0
1.697595348E1,-6.416855454E-1,-6.733822823E-2,1.109922409E0,1.283831192E0
1.698101666E1,-5.744436979E-1,-1.088562012E-1,1.080594063E0,1.228624745E0
1.698608234E1,-5.998433828E-1,-1.991972923E-1,1.039667130E0,1.216716641E0
1.699115093E1,-7.059443593E-1,-2.663428783E-1,1.022986412E0,1.271140105E0
1.699621770E1,-8.091318011E-1,-3.414590359E-1,9.611892700E-1,1.301988233E0
1.700128453E1,-8.425127864E-1,-3.454985619E-1,7.777528763E-1,1.197537719E0
1.700635000E1,-8.449154496E-1,-3.836593628E-1,5.804948807E-1,1.094555129E0
1.701141494E1,-8.790625334E-1,-4.843406677E-1,4.268112183E-1,1.090644138E0
1.701647864E1,-9.165867567E-1,-5.539834499E-1,2.974929810E-1,1.111544430E0
1.702155067E1,-9.500904083E-1,-5.468888283E-1,2.378187180E-1,1.121747261E0
1.702664046E1,-1.041042566E0,-5.129554272E-1,2.450094223E-1,1.186137645E0
1.703168000E1,-1.119292259E0,-4.901633263E-1,3.019857407E-1,1.258678130E0
1.703674572E1,-1.275360942E0,-5.481483936E-1,4.541893005E-1,1.460582115E0
1.704181145E1,-1.393783450E0,-5.599272251E-1,6.296110153E-1,1.628668424E0
1.704688234E1,-1.488741398E0,-5.546038151E-1,6.967430115E-1,1.734758532E0
1.705193036E1,-1.608324170E0,-5.896854401E-1,7.179822922E-1,1.857399829E0
1.705702984E1,-1.661731720E0,-6.245176792E-1,7.388973236E-1,1.922847861E0
1.706209599E1,-1.632035017E0,-5.991308689E-1,8.024454117E-1,1.914788430E0
1.706716187E1,-1.576845288E0,-5.426757336E-1,7.843389511E-1,1.842857999E0
1.707222958E1,-1.536803365E0,-4.958763123E-1,7.205657959E-1,1.768296628E0
1.707729468E1,-1.533736587E0,-5.590875149E-1,6.279296875E-1,1.749063309E0
1.708236031E1,-1.472339630E0,-6.292226315E-1,3.916645050E-1,1.648364702E0
1.708743062E1,-1.391239762E0,-6.846344471E-1,1.578865051E-1,1.558589282E0
1.709249494E1,-1.302773356E0,-6.579444408E-1,-7.114124298E-2,1.461222222E0
1.709756083E1,-1.259740949E0,-5.800290108E-1,-1.926679611E-1,1.400179222E0
1.710258838E1,-1.224549890E0,-5.514023304E-1,-2.809076309E-1,1.372033549E0
1.710765427E1,-1.156520486E0,-5.314810276E-1,-1.946821213E-1,1.287599645E0
1.711273156E1,-1.115631223E0,-4.844765663E-1,-4.659366608E-2,1.217177694E0
1.711779177E1,-9.581735730E-1,-3.918318748E-1,1.300067902E-1,1.043326689E0
1.712287114E1,-6.383998394E-1,-3.138129711E-1,2.873468399E-1,7.672034555E-1
1.712792406E1,-2.611508369E-1,-2.124330997E-1,2.963056564E-1,4.484692002E-1
1.713302375E1,1.192882061E-1,-1.330773830E-1,1.928043365E-1,2.628930927E-1
1.713805218E1,3.714920282E-1,-1.135544777E-1,6.952285767E-4,3.884603323E-1
1.714315604E1,4.968767166E-1,-1.245887280E-1,-8.888721466E-2,5.199132231E-1
1.714818390E1,4.835596085E-1,-1.083810329E-1,1.710891724E-2,4.958518511E-1
1.715329192E1,3.058947325E-1,-2.180185318E-1,-7.021903992E-3,3.757033067E-1
1.715833374E1,5.396783352E-2,-4.321491718E-1,9.051322937E-3,4.356000002E-1
1.716339890E1,-2.368274331E-1,-6.072194576E-1,5.585193634E-2,6.541575816E-1
1.716846708E1,-6.392594576E-1,-7.888228893E-1,1.149940491E-2,1.015394722E0
1.717353359E1,-9.722946286E-1,-8.718857765E-1,-3.995037079E-2,1.306574791E0
1.717859734E1,-1.148277164E0,-9.401643276E-1,-1.367282867E-1,1.490350305E0
1.718366364E1,-1.182429910E0,-9.791498184E-1,-2.094030380E-1,1.549427149E0
1.718871921E1,-1.070189714E0,-1.036797047E0,-1.527128220E-1,1.497856918E0
1.719379854E1,-1.014955640E0,-9.910356998E-1,-6.734657288E-2,1.420148679E0
1.719886244E1,-8.654530048E-1,-8.610682487E-1,6.810474396E-2,1.222736966E0
1.720392812E1,-5.491732955E-1,-7.070097923E-1,2.822790146E-1,9.386882321E-1
1.720899921E1,-2.616449594E-1,-5.556828976E-1,4.364261627E-1,7.534649049E-1
1.721406260E1,-1.506656408E-1,-4.983556271E-1,5.450811386E-1,7.537717917E-1
1.721913250E1,-9.142082930E-2,-5.302133560E-1,6.035404205E-1,8.085449957E-1
1.722417911E1,-4.541355371E-2,-5.150582790E-1,5.832691193E-1,7.794551220E-1
1.722927640E1,1.096835136E-1,-5.198459625E-1,3.957805634E-1,6.625047564E-1
1.723431088E1,2.488364577E-1,-5.083496571E-1,1.201543808E-1,5.785983337E-1
1.723937312E1,2.667949200E-1,-5.591435432E-1,-2.101716995E-1,6.542118728E-1
1.724447781E1,1.969869137E-1,-6.405048370E-1,-4.733171463E-1,8.204141707E-1
1.724952932E1,9.621286392E-2,-7.782454491E-1,-6.455736160E-1,1.015720526E0
1.725461010E1,1.458638906E-2,-9.145674706E-1,-7.582731247E-1,1.188118072E0
1.725963770E1,-1.010778546E-1,-9.848048687E-1,-8.066911697E-1,1.277030934E0
1.726474104E1,-2.292112112E-1,-9.361140728E-1,-8.053894043E-1,1.255985441E0
1.726980875E1,-3.895313442E-1,-9.339764118E-1,-7.686300278E-1,1.270763049E0
1.727487390E1,-5.459208488E-1,-1.031127453E0,-6.820545197E-1,1.351462824E0
1.727990494E1,-7.127233148E-1,-1.055053473E0,-4.763984680E-1,1.359436594E0
1.728498229E1,-8.631736040E-1,-1.087201834E0,-2.044715881E-1,1.403169672E0
1.729004322E1,-1.033052921E0,-1.034662247E0,1.362018585E-1,1.468426113E0
1.729511015E1,-1.171633601E0,-9.556210041E-1,4.285526276E-1,1.571494242E0
1.730017239E1,-1.204684138E0,-9.008057117E-1,6.225805283E-1,1.627980749E0
1.730527161E1,-1.234613299E0,-8.486926556E-1,7.183847427E-1,1.661513124E0
1.731030156E1,-1.299991369E0,-7.830958366E-1,7.905111313E-1,1.711176349E0
1.731536718E1,-1.288009644E0,-7.061676979E-1,8.556079865E-1,1.699913729E0
1.732043411E1,-1.188866258E0,-6.970536709E-1,9.017810822E-1,1.646965670E0
1.732550000E1,-1.029083729E0,-6.934683323E-1,7.783355713E-1,1.464826922E0
1.733058390E1,-8.812401891E-1,-6.307418346E-1,5.697898865E-1,1.224369245E0
1.733564432E1,-7.884536386E-1,-5.662546158E-1,3.606920242E-1,1.035568523E0
1.734070974E1,-6.837728024E-1,-5.209193230E-1,1.959896088E-1,8.816541913E-1
1.734577791E1,-5.866265297E-1,-4.680693150E-1,1.084384918E-1,7.582733514E-1
1.735083552E1,-4.995813370E-1,-4.078574181E-1,1.235799789E-1,6.566591177E-1
1.735592203E1,-3.722485900E-1,-4.470660686E-1,2.357234955E-1,6.276963030E-1
1.736097697E1,-3.498971164E-1,-4.641456604E-1,3.468437195E-1,6.768749899E-1
1.736604124E1,-3.814067841E-1,-4.710085392E-1,4.165019989E-1,7.353870369E-1
1.737110942E1,-4.399066865E-1,-4.464535713E-1,5.021009445E-1,8.030840820E-1
1.737617500E1,-5.534303784E-1,-4.359223843E-1,5.203914642E-1,8.758543172E-1
1.738123812E1,-6.975865960E-1,-4.415519238E-1,5.455474854E-1,9.895540506E-1
1.738630140E1,-8.009439111E-1,-4.773814678E-1,6.155157089E-1,1.117257268E0
1.739137427E1,-8.541898131E-1,-4.268553257E-1,7.418642044E-1,1.209218013E0
1.739644052E1,-8.860530257E-1,-4.407265186E-1,7.936363220E-1,1.268537914E0
1.740150588E1,-9.159597754E-1,-4.116744995E-1,7.905254364E-1,1.278040950E0
1.740656697E1,-1.003486872E0,-3.618755341E-1,7.837982178E-1,1.323736926E0
1.741162911E1,-9.408797622E-1,-3.720831871E-1,7.223148346E-1,1.243157007E0
1.741668822E1,-8.072762489E-1,-3.081519604E-1,6.109161377E-1,1.058239623E0
1.742175489E1,-7.030689716E-1,-2.512810230E-1,5.405187607E-1,9.217421885E-1
1.742682026E1,-6.117202640E-1,-2.133898735E-1,4.967231750E-1,8.163766484E-1
1.743190645E1,-5.571967363E-1,-1.633205414E-1,3.790245056E-1,6.933984266E-1
1.743698953E1,-5.540371537E-1,-1.560804844E-1,2.664699554E-1,6.342905663E-1
1.744202072E1,-5.429561138E-1,-1.845951080E-1,1.208276749E-1,5.860682746E-1
1.744708822E1,-5.260529518E-1,-2.099444866E-1,-8.436203003E-2,5.726476645E-1
1.745215437E1,-5.228284597E-1,-2.056355476E-1,-2.438144684E-1,6.124386269E-1
1.745721843E1,-5.432505012E-1,-1.809937954E-1,-4.462156296E-1,7.259395630E-1
1.746228562E1,-5.468512774E-1,-1.311855316E-1,-5.982313156E-1,8.210582624E-1
1.746735385E1,-6.137242913E-1,-1.326839924E-1,-6.904630661E-1,9.332747684E-1
1.747242650E1,-6.108735800E-1,-1.808829308E-1,-7.516975403E-1,9.853600141E-1
1.747748739E1,-5.847402215E-1,-2.494032383E-1,-7.174692154E-1,9.585849868E-1
1.748255880E1,-5.260888934E-1,-3.357889652E-1,-5.999345779E-1,8.657050599E-1
1.748761713E1,-4.573811889E-1,-3.733086586E-1,-4.398880005E-1,7.362461270E-1
1.749268666E1,-3.291738629E-1,-3.002405167E-1,-2.971706390E-1,5.355466260E-1
1.749774682E1,-3.530953526E-1,-2.753827572E-1,-2.810478210E-2,4.486667692E-1
1.750281296E1,-5.238162279E-1,-3.466506004E-1,2.595071793E-1,6.796278802E-1
1.750787906E1,-6.922923326E-1,-4.089376926E-1,5.442132950E-1,9.709103052E-1
1.751296875E1,-9.103396535E-1,-4.429793358E-1,8.355932236E-1,1.312693800E0
1.751801854E1,-1.138420463E0,-4.272701740E-1,1.083493233E0,1.628655438E0
1.752309197E1,-1.375869274E0,-4.526047707E-1,1.429118156E0,2.034759456E0
1.752815869E1,-1.734344363E0,-5.242991447E-1,1.848674774E0,2.588520501E0
1.753322312E1,-2.059428215E0,-5.782997608E-1,2.158136368E0,3.038622676E0
1.753829010E1,-2.278641939E0,-5.552020073E-1,2.343463898E0,3.315460963E0
1.754335520E1,-2.398686171E0,-4.885516167E-1,2.428772926E0,3.448378743E0
1.754842130E1,-2.476983070E0,-3.906040192E-1,2.476463318E0,3.524327907E0
1.755349333E1,-2.551501989E0,-3.693532944E-1,2.477129936E0,3.575298166E0
1.755855619E1,-2.696192741E0,-3.552687168E-1,2.385370255E0,3.617411009E0
1.756362083E1,-2.834626675E0,-3.627526760E-1,2.079269409E0,3.534127780E0
1.756868895E1,-2.856972694E0,-3.411154747E-1,1.743169785E0,3.364118553E0
1.757375369E1,-2.780869246E0,-3.114044666E-1,1.407977104E0,3.132507945E0
1.757881583E1,-2.551951408E0,-2.662060261E-1,1.056808472E0,2.774917257E0
1.758388208E1,-2.204497576E0,-1.910555363E-1,7.326431274E-1,2.330896337E0
1.758897338E1,-1.909353971E0,-1.358025074E-1,3.921585083E-1,1.953935312E0
1.759400614E1,-1.678811431E0,-9.050607681E-2,4.957771301E-2,1.681980119E0
1.759907562E1,-1.421956897E0,-1.879549026E-2,-1.827993393E-1,1.433781812E0
1.760413942E1,-1.220524669E0,5.323362350E-2,-4.416007996E-1,1.299047941E0
1.760924515E1,-1.115068555E0,8.744144440E-2,-6.741971970E-1,1.305973104E0
1.761430354E1,-1.043318987E0,1.054303646E-1,-8.112487793E-1,1.325803399E0
1.761933244E1,-9.859504700E-1,1.408374310E-1,-9.246683121E-1,1.359023546E0
1.762441057E1,-9.928441048E-1,1.819438934E-1,-9.642734528E-1,1.395946377E0
1.762949906E1,-8.985642195E-1,1.638998985E-1,-8.941621780E-1,1.278204535E0
1.763456656E1,-8.055094481E-1,1.227397919E-1,-9.488830566E-1,1.250715628E0
1.763963322E1,-7.660839558E-1,7.294535637E-2,-1.008651733E0,1.268693805E0
1.764466239E1,-8.180360794E-1,-1.653027534E-2,-9.777212143E-1,1.274909820E0
1.764972984E1,-8.797526956E-1,-7.356476784E-2,-8.395185471E-1,1.218264327E0
1.765479494E1,-9.647316933E-1,-1.126246452E-1,-6.371297836E-1,1.161604886E0
1.765986052E1,-1.170991659E0,-1.484456062E-1,-4.135913849E-1,1.250725948E0
1.766492692E1,-1.383478880E0,-2.318542004E-1,-1.567974091E-1,1.411508274E0
1.766999781E1,-1.530335903E0,-3.346977234E-1,4.008102417E-2,1.567021707E0
1.767506989E1,-1.630786538E0,-4.762885571E-1,7.907676697E-2,1.700755320E0
1.768013713E1,-1.722988248E0,-5.274367332E-1,2.979946136E-2,1.802155936E0
1.768519677E1,-1.847508192E0,-5.357174873E-1,-1.627683640E-1,1.930485246E0
1.769029724E1,-2.050346375E0,-6.084681749E-1,-3.861665726E-1,2.173310470E0
1.769536536E1,-2.200953245E0,-7.023309469E-1,-6.166019440E-1,2.391163295E0
1.770040385E1,-2.209438801E0,-7.933151722E-1,-7.488985062E-1,2.464105872E0
1.770547234E1,-2.126921415E0,-7.975238562E-1,-8.383159637E-1,2.421283268E0
1.771056374E1,-1.992040157E0,-6.958848238E-1,-6.887435913E-1,2.219650290E0
1.771560500E1,-1.784911156E0,-6.252478361E-1,-4.199266434E-1,1.937312849E0
1.772066911E1,-1.466739178E0,-5.735274553E-1,-2.927522659E-1,1.601861869E0
1.772573572E1,-1.177698374E0,-5.191446543E-1,-2.064533234E-1,1.303498219E0
1.773080224E1,-1.063045502E0,-3.877739906E-1,-1.178941727E-1,1.137687761E0
1.773587062E1,-1.069474816E0,-2.894222736E-1,1.359653473E-2,1.108028204E0
1.774093354E1,-1.184107065E0,-3.390448093E-1,1.737165451E-1,1.243880365E0
1.774600020E1,-1.360983133E0,-4.769207239E-1,3.074979782E-1,1.474545175E0
1.775105937E1,-1.571272254E0,-6.023741961E-1,3.862428665E-1,1.726538363E0
1.775612281E1,-1.734027147E0,-6.747792959E-1,4.650144577E-1,1.917919626E0
1.776119874E1,-1.978633642E0,-6.321769953E-1,6.060476303E-1,2.163777385E0
1.776626828E1,-2.178391457E0,-6.473037004E-1,6.753492355E-1,2.370756843E0
1.777132156E1,-2.324059963E0,-7.132129669E-1,7.041597366E-1,2.530961948E0
1.777641947E1,-2.447617531E0,-7.988455296E-1,6.111402512E-1,2.646219599E0
1.778148406E1,-2.717556953E0,-8.134988546E-1,4.394779205E-1,2.870546468E0
1.778651447E1,-2.885589838E0,-8.646410704E-1,3.350791931E-1,3.030925759E0
1.779158218E1,-2.992730379E0,-8.944694996E-1,2.905836105E-1,3.137028792E0
1.779668354E1,-3.025196791E0,-8.215879202E-1,1.910123825E-1,3.140590400E0
1.780171218E1,-3.078808069E0,-7.109210491E-1,1.728582382E-1,3.164545439E0
1.780681609E1,-3.043442011E0,-6.170295477E-1,2.430801392E-1,3.114859979E0
1.781188250E1,-2.930264950E0,-5.112866163E-1,3.897094727E-1,2.999956692E0
1.781694812E1,-2.789369106E0,-3.386185169E-1,4.475784302E-1,2.845271334E0
1.782198000E1,-2.654423237E0,-1.877672672E-1,4.909877777E-1,2.705972702E0
1.782704458E1,-2.624360323E0,-8.050537109E-2,5.893383026E-1,2.690923235E0
1.783212192E1,-2.612936974E0,-7.179164886E-2,6.971063614E-1,2.705282046E0
1.783721515E1,-2.699160576E0,-1.798415184E-2,8.023252487E-1,2.815939816E0
1.784225083E1,-2.925845146E0,3.270030022E-2,9.098758698E-1,3.064231262E0
1.784731776E1,-3.219228745E0,9.464526176E-2,1.005361557E0,3.373891417E0
1.785237531E1,-3.593310118E0,1.248626709E-1,1.191685677E0,3.787820355E0
1.785743937E1,-3.841777802E0,1.501116753E-1,1.442370415E0,4.106363672E0
1.786250526E1,-4.067055702E0,2.107174397E-1,1.731144905E0,4.425178709E0
