"t (s)","a (m/s²)"
6.950228979E1,3.696331382E-2
6.950735145E1,1.290890574E-2
6.951241307E1,4.635429382E-2
6.951748312E1,-3.921926022E-3
6.952254479E1,3.901258111E-2
6.952760645E1,4.132279754E-2
6.953266807E1,1.741725206E-2
6.953772973E1,5.454480648E-3
6.954279140E1,2.689981461E-2
6.954793937E1,3.151342273E-2
6.955300104E1,2.899840474E-2
6.955806270E1,4.562655091E-2
6.956312432E1,3.328883648E-2
6.956818598E1,1.149162650E-2
6.957324765E1,1.383933425E-2
6.957832302E1,1.867741346E-3
6.958338468E1,6.624639034E-3
6.958844635E1,1.604101062E-2
6.959350796E1,4.918354750E-2
6.959856963E1,5.111861229E-2
6.960363130E1,4.596295953E-2
6.960872619E1,2.659714222E-2
6.961378781E1,3.822258115E-2
6.961884953E1,2.357098460E-2
6.962391114E1,3.052258492E-2
6.962897281E1,3.260776401E-2
6.963403447E1,3.235200047E-2
6.963910312E1,2.265644073E-2
6.964416479E1,3.383487463E-3
6.964922640E1,2.227702737E-2
6.965428802E1,-1.119402051E-2
6.965934973E1,-8.758485317E-3
6.966441135E1,-1.352456212E-2
6.966950338E1,2.213808894E-2
6.967456505E1,2.182173729E-2
6.967962671E1,-2.198040485E-3
6.968468833E1,4.054662585E-2
6.968975000E1,3.067600727E-2
6.969481166E1,2.088761330E-2
6.969986750E1,1.727908850E-3
6.970492916E1,3.018665314E-2
6.970999083E1,1.079350710E-2
6.971505244E1,2.006566525E-2
6.972011411E1,6.499764323E-2
6.972517578E1,3.111585975E-2
6.973032697E1,1.662236452E-2
6.973538864E1,4.981476068E-2
6.974045031E1,3.274291754E-2
6.974551192E1,2.056175470E-2
6.975057359E1,3.935867548E-2
6.975563526E1,1.271045208E-2
6.976071781E1,1.964274049E-2
6.976577947E1,5.275526643E-2
6.977084114E1,4.282945395E-2
6.977590276E1,9.239107370E-3
6.978096442E1,1.150974631E-2
6.978602609E1,6.686866283E-3
6.979111744E1,-2.901822329E-3
6.979617911E1,6.700634956E-3
6.980124078E1,3.749883175E-2
6.980630239E1,2.285051346E-2
6.981136406E1,2.035796642E-2
6.981642572E1,1.075959206E-2
6.982150010E1,-5.989521742E-3
6.982656177E1,-1.072129607E-2
6.983162338E1,-1.061597466E-2
6.983668505E1,-3.483533859E-3
6.984174671E1,8.397936821E-3
6.984680838E1,1.062625647E-2
6.985189203E1,2.233240008E-2
6.985695369E1,3.161510825E-2
6.986201536E1,1.236870885E-2
6.986707703E1,7.587909698E-3
6.987213864E1,2.417215705E-2
6.987720031E1,4.521590471E-2
6.988225796E1,1.381719112E-2
6.988731963E1,-1.715853810E-2
6.989238130E1,-7.492005825E-3
6.989744291E1,-9.835720062E-3
6.990250458E1,-2.822279930E-4
6.990756624E1,-1.456642151E-2
6.991270739E1,2.202719450E-3
6.991776906E1,-1.912206411E-2
6.992283067E1,-4.688084126E-3
6.992789234E1,2.496272326E-3
6.993295400E1,-2.311617136E-3
6.993801567E1,1.435506344E-2
6.994310255E1,3.331077099E-2
6.994816421E1,2.824878693E-2
6.995322588E1,6.139633060E-2
6.995828750E1,2.041250467E-2
6.996334916E1,2.495744824E-2
6.996841083E1,4.625475407E-2
6.997352854E1,5.063652992E-2
6.997859020E1,5.017849803E-2
6.998365187E1,2.602636814E-2
6.998871348E1,4.483518004E-2
6.999377515E1,1.111868024E-2
6.999883682E1,6.241619587E-3
7.000387895E1,2.753895521E-2
7.000894062E1,1.307219267E-2
7.001400223E1,-1.309967041E-2
7.001906390E1,-1.088708639E-3
7.002412557E1,2.506995201E-2
7.002918718E1,1.547884941E-2
7.003424614E1,5.918383598E-3
7.003930781E1,5.939751863E-3
7.004436947E1,3.204256296E-2
7.004943109E1,3.649327159E-2
7.005449276E1,-6.603837013E-3
7.005955442E1,-9.009718895E-3
7.006465630E1,5.284994841E-3
7.006971796E1,2.189108729E-2
7.007477958E1,1.692426205E-2
7.007984125E1,1.211464405E-4
7.008490291E1,4.837870598E-3
7.008996458E1,-1.434686780E-2
7.009510234E1,-7.897615433E-6
7.010016401E1,1.431608200E-2
7.010522567E1,4.664033651E-3
7.011028729E1,4.027962685E-2
7.011534895E1,3.526359797E-2
7.012041062E1,-1.009476185E-2
7.012551400E1,1.857256889E-2
7.013057567E1,2.789738774E-2
7.013563734E1,3.718575835E-2
7.014069895E1,2.021378279E-2
7.014576062E1,-1.087263227E-2
7.015082229E1,1.299205422E-2
7.015592500E1,2.953141928E-2
7.016098661E1,1.014366746E-2
7.016604828E1,-3.035831451E-2
7.017110994E1,3.272265196E-3
7.017617156E1,1.989245415E-2
7.018123322E1,-1.361620426E-2
7.018627572E1,5.522906780E-3
7.019133734E1,-6.330072880E-3
7.019639906E1,-3.778994083E-3
7.020146067E1,5.825400352E-3
7.020652234E1,1.049461961E-2
7.021158395E1,2.467909455E-2
7.021664593E1,1.493528485E-2
7.022170760E1,2.886655927E-2
7.022676921E1,3.814688325E-2
7.023183088E1,-1.062154770E-4
7.023689255E1,4.029747844E-2
7.024195421E1,2.799859643E-2
7.024707364E1,2.530339360E-2
7.025213526E1,3.223243356E-2
7.025720088E1,3.421336412E-3
7.026227937E1,1.044183969E-3
7.026734098E1,1.065769792E-2
7.027240265E1,1.776081324E-2
7.027760052E1,2.708074450E-2
7.028266213E1,-6.386458874E-3
7.028772380E1,1.036083698E-2
7.029278546E1,1.266872883E-2
7.029784713E1,-1.723408699E-3
7.030290875E1,5.334913731E-3
7.030792593E1,2.906435728E-2
7.031298760E1,1.701515913E-2
7.031804927E1,1.219573617E-2
7.032311088E1,2.636602521E-2
7.032817255E1,1.909312606E-2
7.033323421E1,3.315663338E-2
7.033831546E1,3.517016768E-2
7.034337708E1,2.771440148E-2
7.034843875E1,4.655575752E-2
7.035350041E1,1.287692785E-2
7.035856208E1,8.037209511E-3
7.036362369E1,-6.264299154E-3
7.036867322E1,-8.620917797E-3
7.037373484E1,3.349989653E-3
7.037879651E1,3.665304184E-2
7.038385817E1,-2.296468616E-2
7.038891984E1,1.525667310E-2
7.039398145E1,-6.231606007E-3
7.039905640E1,-1.522392035E-3
7.040411807E1,-2.287626266E-2
7.040917973E1,2.479448915E-2
7.041424135E1,5.446106195E-3
7.041930302E1,-1.596042514E-2
7.042436468E1,-1.555472612E-3
7.042942515E1,1.980671287E-2
7.043448682E1,3.148868680E-2
7.043954848E1,5.168855190E-3
7.044461010E1,-4.346877337E-3
7.044967177E1,2.840071917E-3
7.045473338E1,2.421495318E-2
7.045987135E1,3.115877509E-2
7.046493302E1,1.888668537E-2
7.046999468E1,4.393368959E-3
7.047505630E1,-4.249811172E-4
7.048011796E1,-1.708087325E-2
7.048517963E1,1.634037495E-2
7.049027229E1,2.572518587E-2
7.049533395E1,-1.252847910E-2
7.050039562E1,2.090957761E-2
7.050545723E1,3.262910247E-2
7.051051890E1,1.569774747E-2
7.051558052E1,1.321548223E-2
7.052072307E1,-5.882680416E-3
7.052578473E1,6.065428257E-3
7.053084640E1,2.979171276E-2
7.053590807E1,-1.314401627E-3
7.054096968E1,-6.038516760E-3
7.054603135E1,5.573973060E-2
7.055104729E1,2.208516002E-2
7.055610895E1,7.773429155E-3
7.056117062E1,5.351811647E-3
7.056623223E1,2.950400114E-3
7.057129390E1,7.591456175E-3
7.057635552E1,2.892675996E-2
7.058141072E1,2.395331860E-2
7.058647239E1,-9.430348873E-3
7.059153406E1,-1.170861721E-2
7.059659567E1,-1.159232855E-2
7.060165734E1,1.946240664E-2
7.060671900E1,9.762018919E-3
7.061180864E1,7.323920727E-3
7.061687031E1,3.589758277E-2
7.062193192E1,2.606290579E-2
7.062699359E1,-7.543861866E-3
7.063205526E1,-3.904700279E-4
7.063711692E1,4.377156496E-3
7.064225984E1,1.370039582E-2
7.064732145E1,2.537846565E-2
7.065238317E1,1.330801845E-2
7.065744479E1,1.548454165E-2
7.066250645E1,3.184676170E-2
7.066756812E1,1.249435544E-2
7.067266515E1,-6.589800119E-3
7.067772682E1,-4.137903452E-3
7.068278848E1,-6.405502558E-3
7.068785010E1,-6.333410740E-3
7.069291177E1,-2.041104436E-2
7.069797343E1,1.110941172E-3
7.070307364E1,-1.202553511E-3
7.070813526E1,2.030745149E-2
7.071319692E1,1.297825575E-2
7.071825854E1,2.234157920E-2
7.072332026E1,-1.630663872E-3
7.072838187E1,-2.297818661E-2
7.073347046E1,-8.671700954E-3
7.073853213E1,1.512262225E-2
7.074359374E1,7.594227791E-4
7.074865541E1,-2.536177635E-2
7.075371708E1,8.125841618E-3
7.075877869E1,9.008347988E-4
7.076383744E1,-1.808959246E-2
7.076889911E1,1.069310308E-2
7.077396078E1,1.062539220E-2
7.077902239E1,5.807191133E-3
7.078408406E1,2.240362763E-2
7.078914572E1,1.991218328E-2
7.079419947E1,1.976495981E-2
7.079926109E1,4.094672203E-2
7.080432281E1,2.864778042E-2
7.080938442E1,1.407578588E-2
7.081444609E1,-2.750307322E-3
7.081950770E1,1.861909032E-2
7.082465390E1,3.748449683E-2
7.082971557E1,3.481799364E-2
7.083477723E1,1.343816519E-3
7.083983885E1,1.787596941E-2
7.084490052E1,-8.382469416E-3
7.084996218E1,2.021527290E-2
7.085509650E1,1.056912541E-2
7.086015812E1,-2.750343084E-2
7.086521979E1,-8.251219988E-3
7.087028145E1,6.094872952E-3
7.087534307E1,1.319211721E-2
7.088040473E1,3.552049398E-3
7.088543093E1,5.815833807E-3
7.089049260E1,-3.459805250E-2
7.089555427E1,3.769636154E-3
7.090061593E1,1.325908303E-2
7.090567755E1,8.314758539E-3
7.091073921E1,1.528936625E-2
7.091579645E1,3.354966640E-3
7.092085807E1,2.239939570E-2
7.092591973E1,-3.948837519E-3
7.093098140E1,1.753467321E-2
7.093604307E1,2.216371894E-2
7.094110473E1,-8.881539106E-3
7.094617989E1,-4.136681557E-3
7.095124156E1,-2.793484926E-2
7.095630322E1,-1.342198253E-2
7.096136484E1,8.549690247E-4
7.096642650E1,-1.508980989E-3
7.097148817E1,-1.428335905E-3
7.097661177E1,-8.576810360E-3
7.098167343E1,1.041626930E-2
7.098673510E1,-1.572796702E-2
7.099179671E1,2.248516679E-2
7.099685838E1,2.939376235E-2
7.100192005E1,-1.766532660E-3
7.100705895E1,1.252043247E-2
7.101212062E1,-4.193961620E-3
7.101718223E1,1.011022925E-2
7.102224390E1,1.717129350E-2
7.102730552E1,-4.385024309E-3
7.103236718E1,2.903670073E-3
7.103743901E1,6.270110607E-4
7.104250067E1,2.966672182E-3
7.104756229E1,-1.852062345E-2
7.105262395E1,-1.664012671E-3
7.105768562E1,2.925595641E-2
7.106274729E1,4.804432392E-4
7.106785260E1,5.298942327E-3
7.107291427E1,5.226820707E-3
7.107797588E1,-1.627930999E-2
7.108303755E1,-1.137116551E-2
7.108809916E1,6.747841835E-4
7.109316083E1,1.483967900E-2
7.109818161E1,-9.121417999E-3
7.110324328E1,2.180320024E-2
7.110830494E1,2.169227600E-2
7.111336656E1,1.208284497E-2
7.111842822E1,-9.326934814E-3
7.112348989E1,9.831249714E-3
7.112858135E1,1.219877601E-2
7.113364302E1,7.471561432E-3
7.113870468E1,7.428020239E-3
7.114376630E1,-2.117094398E-2
7.114882796E1,-3.290283680E-2
7.115388963E1,2.915674448E-2
7.115901489E1,2.418437600E-2
7.116407656E1,2.162599564E-2
7.116913822E1,1.671341062E-2
7.117419984E1,2.394378185E-3
7.117926150E1,2.395838499E-3
7.118432317E1,-1.185864210E-2
7.118943489E1,9.691476822E-3
7.119449650E1,7.201790810E-3
7.119955817E1,3.086110950E-2
7.120461979E1,1.404863596E-2
7.120968145E1,2.130031586E-3
7.121474312E1,1.865565777E-2
7.121982593E1,6.588995457E-3
7.122488760E1,2.793264389E-2
7.122994927E1,2.059468627E-2
7.123501088E1,-3.899332881E-2
7.124007255E1,1.638412476E-3
7.124513416E1,-1.265913248E-2
7.125023578E1,3.986328840E-3
7.125529744E1,1.584142447E-2
7.126035906E1,-2.946186066E-2
7.126542072E1,1.361405849E-2
7.127048234E1,-5.487680435E-3
7.127554400E1,-1.265132427E-2
7.128057364E1,-6.496012211E-4
7.128563531E1,6.454437971E-3
7.129069697E1,-7.776379585E-3
7.129575859E1,1.136887074E-2
7.130082026E1,-5.335897207E-3
7.130588192E1,-2.195352316E-2
7.131096635E1,-2.744764090E-3
7.131602802E1,3.763157129E-2
7.132108968E1,2.536022663E-2
7.132615130E1,-1.064807177E-3
7.133121296E1,1.089259982E-2
7.133627463E1,3.639191389E-3
7.134137796E1,-1.057299972E-2
7.134643963E1,6.115883589E-3
7.135150130E1,8.407086134E-3
7.135656291E1,-1.042276621E-3
7.136162458E1,-1.288983226E-2
7.136668619E1,-1.275831461E-2
7.137181906E1,-1.965132356E-2
7.137688072E1,9.092360735E-3
7.138194239E1,1.611253619E-2
7.138700401E1,-5.434960127E-3
7.139206567E1,-1.968163252E-2
7.139712734E1,1.861658692E-2
7.140221562E1,-4.166662693E-4
7.140727723E1,4.304528236E-3
7.141233895E1,-5.264163017E-3
7.141740057E1,1.612618566E-2
7.142246223E1,1.605990529E-2
7.142752385E1,-7.753103971E-3
7.143263859E1,-5.186140537E-3
7.143770026E1,6.808251143E-3
7.144276192E1,-1.228615642E-2
7.144782354E1,-5.090534687E-3
7.145288520E1,-3.304183483E-4
7.145794687E1,4.442125559E-3
7.146295843E1,-5.130052567E-3
7.146802010E1,4.488348961E-3
7.147308177E1,2.096831799E-3
7.147814338E1,1.160022616E-2
7.148320505E1,1.162371039E-2
7.148826671E1,-3.294348717E-4
7.149336718E1,-2.553761005E-4
7.149842885E1,1.876977086E-2
7.150349052E1,2.106237411E-2
7.150855213E1,-2.742946148E-3
7.151361380E1,-2.407851815E-2
7.151867546E1,1.879638433E-2
7.152378630E1,3.755778074E-2
7.152884796E1,-2.687332034E-2
7.153390963E1,-1.944926381E-2
7.153897124E1,6.758272648E-3
7.154403291E1,-5.154311657E-3
7.154909458E1,-2.841055393E-4
7.155420765E1,-1.461851597E-2
7.155926932E1,-2.652376890E-3
7.156433098E1,-2.387464046E-4
7.156939260E1,-2.154579759E-2
7.157445427E1,-9.521931410E-3
7.157951593E1,-4.672795534E-3
7.158461145E1,1.676210761E-2
7.158967312E1,1.194486022E-2
7.159473479E1,-2.285063267E-3
7.159979640E1,1.681447029E-2
7.160485807E1,-9.487211704E-3
7.160991973E1,-6.959110498E-3
7.161499958E1,-2.131283283E-3
7.162006124E1,1.819729805E-4
7.162512291E1,2.876311541E-2
7.163018453E1,9.589910507E-3
7.163524619E1,2.404808998E-3
7.164030781E1,-1.654607058E-2
7.164534458E1,3.401339054E-4
7.165040624E1,2.178522944E-2
7.165546791E1,9.802192450E-3
7.166052953E1,1.195853949E-2
7.166559119E1,4.926323891E-5
7.167065286E1,-9.483933449E-3
7.167577958E1,1.431939006E-2
7.168084130E1,1.178848743E-2
7.168590296E1,1.646271348E-2
7.169096458E1,2.817252278E-2
7.169602624E1,-6.487667561E-4
7.170108791E1,-7.797926664E-3
7.170623479E1,-1.003104448E-2
7.171129640E1,9.078264236E-3
7.171635807E1,-1.478612423E-2
7.172141968E1,1.386222243E-2
7.172648135E1,-2.860605717E-3
7.173154302E1,-5.292356014E-3
7.173659218E1,1.372545958E-2
7.174165385E1,1.141050458E-2
7.174671546E1,1.133412123E-2
7.175177713E1,4.082411528E-3
7.175683880E1,-6.812810898E-4
7.176190046E1,1.359632611E-2
7.176701000E1,3.482919931E-2
7.177207166E1,-8.149921894E-3
7.177713333E1,8.617520332E-3
7.178219494E1,3.818750381E-3
7.178725661E1,-3.323674202E-3
7.179231828E1,3.846645355E-3
7.179737687E1,-3.348052502E-3
7.180243854E1,8.573561907E-3
7.180750015E1,2.277678251E-2
7.181256182E1,6.028980017E-3
7.181762348E1,-5.828171968E-3
7.182268510E1,1.794514060E-2
7.182774114E1,8.260101080E-3
7.183280281E1,-3.769129515E-3
7.183786447E1,-6.146639585E-3
7.184292609E1,-3.701150417E-3
7.184798776E1,-1.174628735E-3
7.185304942E1,2.735763788E-2
7.185813593E1,-6.158649921E-3
7.186319760E1,-3.216475248E-2
7.186825927E1,1.573961973E-2
7.187332088E1,1.562988758E-2
7.187838250E1,3.536522388E-3
7.188344421E1,-1.329481602E-3
7.188860062E1,1.295664907E-2
7.189366229E1,2.004879713E-2
7.189872395E1,-1.577928662E-2
7.190378557E1,-1.087260246E-2
7.190884723E1,-1.308405399E-2
7.191390890E1,-1.078635454E-3
7.191899546E1,1.324683428E-3
7.192405713E1,2.746596932E-2
7.192911880E1,8.306294680E-3
7.193418041E1,-3.673970699E-3
7.193924208E1,-1.555168629E-2
7.194430374E1,1.305636764E-2
7.194938302E1,-1.321411133E-2
7.195444463E1,5.864232779E-3
7.195950635E1,1.301276684E-2
7.196456796E1,1.152187586E-3
7.196962963E1,2.491939068E-2
7.197469130E1,9.777545929E-4
7.197977031E1,-1.806545258E-2
7.198483197E1,2.006304264E-2
7.198989359E1,2.472046018E-2
7.199495526E1,-1.104512811E-2
7.200001692E1,9.486973286E-4
7.200507859E1,5.710572004E-3
7.201013062E1,5.733609200E-3
7.201519229E1,-1.102563739E-2
7.202025395E1,5.661636591E-3
7.202531557E1,-3.970384598E-3
7.203037723E1,-1.822659373E-2
7.203543890E1,1.989781857E-2
7.204052177E1,1.025408506E-2
7.204558343E1,-4.063189030E-3
7.205064510E1,7.404685020E-4
7.205570671E1,2.456051111E-2
7.206076838E1,-1.125848293E-2
7.206583005E1,-8.822441101E-3
7.207099906E1,-1.110535860E-2
7.207606072E1,-8.673280478E-3
7.208112239E1,-2.041059732E-2
7.208618400E1,-3.543615341E-3
7.209124567E1,1.258373260E-3
7.209630734E1,2.016678452E-2
7.210137776E1,-8.491665125E-3
7.210643942E1,-2.735176682E-2
7.211150109E1,1.333647966E-2
7.211656270E1,8.547753096E-3
7.212162432E1,6.125062704E-3
7.212668604E1,8.418887854E-3
7.213177666E1,-1.539048553E-2
7.213683833E1,-3.311067820E-3
7.214190000E1,1.104056835E-2
7.214696161E1,2.068036795E-2
7.215202328E1,-2.460038662E-2
7.215708494E1,1.110288501E-2
7.216214640E1,1.340460777E-2
7.216720802E1,6.185024977E-3
7.217226973E1,1.813670993E-2
7.217733135E1,-2.712288499E-2
7.218239302E1,-5.594402552E-3
7.218745468E1,1.110509038E-2
7.219251114E1,-1.272147894E-2
7.219757281E1,-3.094553947E-3
7.220263447E1,1.701027155E-3
7.220769609E1,-2.199769020E-2
7.221275776E1,-1.942011714E-2
7.221781942E1,6.841957569E-3
7.222292468E1,-1.690176129E-2
7.222798635E1,-1.193907857E-2
7.223304802E1,7.232815027E-3
7.223810963E1,-1.646000147E-2
7.224317130E1,-1.872903109E-2
7.224823291E1,2.721458673E-3
7.225337302E1,1.465380192E-2
7.225843468E1,2.727478743E-3
7.226349635E1,-3.042721748E-2
7.226855796E1,3.212094307E-3
7.227361963E1,1.043206453E-2
7.227868130E1,-8.539021015E-3
7.228376192E1,2.728578448E-2
7.228882359E1,-1.325190067E-3
7.229388526E1,3.559768200E-3
7.229894687E1,1.779934764E-2
7.230400854E1,8.219629526E-3
7.230907020E1,2.495479584E-2
7.231415713E1,5.813688040E-3
7.231921880E1,2.478551865E-2
7.232428046E1,5.544036627E-3
7.232934208E1,-1.818677783E-2
7.233440369E1,-3.711223602E-3
7.233946541E1,-3.664314747E-3
7.234455052E1,3.212270141E-2
7.234961218E1,2.231949568E-2
7.235467380E1,8.298754692E-4
7.235973546E1,1.515513659E-2
7.236479713E1,3.232747316E-3
7.236985874E1,1.040318608E-2
7.237490255E1,2.221280336E-2
7.237996421E1,2.210387588E-2
7.238502588E1,5.411058664E-3
7.239008750E1,1.736378670E-2
7.239514916E1,-6.462812424E-3
7.240021083E1,-6.491690874E-3
7.240529968E1,-1.369971037E-2
7.241036135E1,-1.831522584E-2
7.241542302E1,-2.046468854E-2
7.242048463E1,-1.546695828E-2
7.242554630E1,1.562008262E-2
7.243060796E1,-1.299777627E-2
7.243575692E1,-3.182172775E-2
7.244081859E1,-9.999155998E-3
7.244588026E1,-1.454138756E-2
7.245094187E1,-1.677972078E-2
7.245600348E1,-1.656907797E-2
7.246106520E1,1.689463854E-2
7.246615400E1,1.202431321E-2
7.247121567E1,7.347971201E-3
7.247627729E1,-6.893038750E-3
7.248133895E1,1.699319482E-2
7.248640062E1,4.542881250E-2
7.249146229E1,1.181411743E-2
7.249654708E1,2.235025167E-3
7.250160869E1,2.599588037E-2
7.250667036E1,-3.302693367E-4
7.251173197E1,1.400184631E-2
7.251679364E1,1.384913921E-2
7.252185531E1,-1.475134492E-2
7.252702692E1,-5.051195621E-3
7.253208859E1,-3.349414468E-2
7.253715020E1,9.568750858E-3
7.254221187E1,1.663973927E-2
7.254727354E1,-1.678439975E-2
7.255233515E1,1.662629843E-2
7.255729427E1,-1.912698150E-2
7.256235593E1,-2.365064621E-2
7.256741760E1,-1.862895489E-2
7.257247921E1,-4.251122475E-3
7.257754088E1,1.713076234E-2
7.258260255E1,-1.149699092E-2
7.258768046E1,2.824008465E-3
7.259274213E1,1.707512140E-2
7.259780380E1,2.761483192E-4
7.260286541E1,2.383694053E-2
7.260792708E1,2.350077033E-2
7.261298875E1,3.045567870E-2
7.261813953E1,4.087269306E-3
7.262320119E1,1.352199912E-2
7.262826281E1,6.356209517E-3
7.263332447E1,-5.500942469E-3
7.263838614E1,-7.652997971E-3
7.264344781E1,2.336353064E-2
7.264854947E1,-1.482090354E-2
7.265361114E1,-5.015826225E-2
7.265867281E1,-2.829232812E-2
7.266373442E1,1.710006595E-2
7.266879609E1,-6.776362658E-3
7.267385776E1,-1.620334387E-2
7.267895005E1,5.268752575E-4
7.268401166E1,7.615745068E-3
7.268907333E1,-1.153746247E-2
7.269413500E1,1.703715324E-2
7.269919661E1,2.399113774E-2
7.270425828E1,7.230550051E-3
7.270931791E1,2.856883407E-2
7.271437953E1,4.487246275E-3
7.271944119E1,6.789356470E-3
7.272450286E1,1.388081908E-2
7.272956453E1,4.218345881E-2
7.273462614E1,8.645176888E-3
7.273968093E1,-9.623467922E-4
7.274474260E1,2.287992835E-2
7.274980427E1,1.382917166E-3
7.275486588E1,-9.306371212E-4
7.275992755E1,3.901690245E-3
7.276498921E1,-5.567550659E-3
7.277007807E1,-1.500448585E-2
7.277513973E1,-6.047785282E-4
7.278020140E1,1.599836349E-2
7.278526302E1,-1.737919450E-2
7.279032468E1,-1.246455312E-2
7.279538635E1,-1.233926415E-2
7.280053281E1,6.789654493E-3
7.280559447E1,1.948624849E-3
7.281065614E1,6.699472666E-3
7.281571776E1,1.616719365E-2
7.282077942E1,-5.328625441E-3
7.282584109E1,8.938342333E-3
7.283093151E1,6.452083588E-3
7.283599317E1,3.718945384E-2
7.284105484E1,2.972227335E-2
7.284611645E1,-1.321700215E-2
7.285117812E1,8.288949728E-3
7.285623979E1,1.061958075E-2
7.286134348E1,1.994982362E-2
7.286640510E1,-1.583078504E-2
7.287146677E1,-8.501470089E-3
7.287652838E1,-3.562152386E-3
7.288159005E1,-1.533392072E-2
7.288665171E1,-2.711990476E-2
7.289173843E1,-3.875279427E-2
7.289680010E1,-3.133660555E-2
7.290186171E1,-9.676933289E-3
7.290692338E1,-1.200789213E-2
7.291198505E1,-9.565681219E-3
7.291704671E1,-2.392709255E-3
7.292207333E1,4.775106907E-3
7.292713494E1,-2.122065425E-2
7.293219666E1,-1.400533319E-2
7.293725828E1,1.933553815E-2
7.294231994E1,1.444205642E-2
7.294738156E1,1.196756959E-2
7.295246677E1,2.144381404E-2
7.295752843E1,1.415991783E-2
7.296259010E1,1.168507338E-2
7.296765171E1,-1.452451944E-2
7.297271338E1,-1.315474510E-4
7.297777505E1,-3.109785914E-2
7.298291708E1,-2.612152696E-2
7.298797874E1,1.212617755E-2
7.299304041E1,2.492308617E-3
7.299810203E1,-3.081932664E-2
7.300316369E1,-2.346926928E-2
7.300822531E1,5.524754524E-4
7.301331526E1,2.194926143E-2
7.301837692E1,1.460635662E-2
7.302343859E1,3.350764513E-2
7.302850020E1,8.396393061E-2
7.303356187E1,-1.077840924E-1
7.303862354E1,-7.413312793E-2
7.304373078E1,1.063115895E-1
7.304879239E1,6.589072943E-2
7.305385406E1,-7.169169188E-2
7.305891572E1,-2.614593506E-2
7.306397739E1,5.713847280E-2
7.306903901E1,-2.361586690E-2
7.307417302E1,7.648557425E-3
7.307923468E1,7.247149944E-3
7.308429635E1,3.556111455E-2
7.308935796E1,-5.043178797E-3
7.309441963E1,6.744414568E-3
7.309948130E1,1.357316971E-2
7.310445916E1,-5.730688572E-3
7.310952083E1,2.273538709E-2
7.311458250E1,3.456145525E-3
7.311964411E1,9.691119194E-4
7.312470578E1,1.987719536E-2
7.312976744E1,-3.048193455E-2
7.313485468E1,-4.494422674E-2
7.313991635E1,-1.419252157E-2
7.314497802E1,-2.216696739E-4
7.315003963E1,1.379173994E-2
7.315510130E1,-7.731020451E-3
7.316016296E1,6.613403559E-3
7.316530859E1,1.354783773E-2
7.317037026E1,3.691077232E-3
7.317543192E1,-5.391207337E-2
7.318049354E1,5.335098505E-2
7.318555520E1,-2.056297660E-2
7.319061687E1,-4.924395680E-2
7.319570406E1,3.633543849E-2
7.320076572E1,2.179276943E-2
7.320582739E1,-3.057983518E-2
7.321088900E1,2.897533774E-2
7.321595067E1,2.157658339E-2
7.322101234E1,2.142086625E-2
7.322611515E1,-1.442432404E-2
7.323117677E1,-9.581029415E-3
7.323623843E1,-3.803294897E-2
7.324130010E1,-4.437059164E-3
7.324636171E1,2.175226808E-2
7.325142338E1,3.139972687E-4
7.325645874E1,-2.094620466E-2
7.326152041E1,-3.965309262E-2
7.326658208E1,-1.317304373E-2
7.327164369E1,1.319321990E-2
7.327670531E1,3.969788551E-3
7.328176703E1,-2.423584461E-2
7.328684906E1,-2.633559704E-2
7.329191072E1,3.096485138E-2
7.329697239E1,3.795358539E-2
7.330203401E1,-9.750604630E-3
7.330709567E1,4.816293716E-3
7.331215734E1,-4.707276821E-3
7.331724213E1,-5.809366703E-4
7.332230380E1,5.144679546E-2
7.332736541E1,1.624554396E-3
7.333242708E1,-4.814967513E-2
7.333748874E1,-2.623495460E-2
7.334255041E1,-4.283756018E-3
7.334769619E1,2.446088195E-2
7.335275786E1,8.615466952E-2
7.335781953E1,3.340190649E-2
7.336288114E1,-4.509693384E-2
7.336794281E1,2.646496892E-2
7.337300447E1,1.195782423E-2
7.337809708E1,-1.652193069E-2
7.338315874E1,2.638757229E-3
7.338822041E1,1.091063023E-4
7.339328203E1,-4.777699709E-3
7.339834369E1,1.423034072E-2
7.340340536E1,-2.857714891E-2
7.340850260E1,-1.416909695E-2
7.341356421E1,2.494990826E-3
7.341862588E1,1.437333226E-2
7.342368755E1,7.090896368E-3
7.342874916E1,-9.578257799E-3
7.343381083E1,1.670324802E-2
7.343883786E1,1.895549893E-2
7.344389953E1,5.454537272E-2
7.344896119E1,2.104145288E-2
7.345402281E1,-2.886146307E-2
7.345908447E1,-5.707007647E-2
7.346414614E1,-1.381880045E-2
7.346927755E1,2.949535847E-3
7.347433921E1,-1.843073964E-2
7.347940088E1,-1.329639554E-2
7.348446250E1,-5.551001430E-2
7.348952416E1,-2.165892720E-2
7.349458583E1,6.956130266E-3
7.349963838E1,2.102494240E-2
7.350470005E1,3.487482667E-2
7.350976171E1,3.218340874E-2
7.351482333E1,8.227944374E-3
7.351988500E1,-2.027899027E-2
7.352494666E1,-4.163277149E-2
7.353011109E1,1.315808296E-2
7.353517276E1,3.411471844E-3
7.354023442E1,-8.684217930E-3
7.354529604E1,1.252630353E-2
7.355035770E1,-1.136681437E-2
7.355541937E1,-2.798631787E-2
7.356048130E1,-4.080414772E-3
7.356554296E1,5.318194628E-3
7.357060463E1,2.176243067E-2
